Number,Symbol,Name,Industry,Market Cap 
1211,CINT,CI&T Inc.,Software-Infrastructure,2313465087
1212,CIO,City Office REIT,Equity Real Estate Investment Trusts ...,776574969
1213,CION,CĪON Investment,Asset Management,804822206
1214,CIR,CIRCOR International,Machinery,543116980
1215,CISO,Cerberus Cyber Sentinel,Software-Infrastructure,793141563
1216,CITE,Cartica Acquisition,Blank Check / SPAC,287500000
1217,CIVB,Civista Bancshares,Banks,364451744
1218,CIVI,Civitas Resources,Oil & Gas E&P,5240625116
1219,CIX,CompX International,Commercial Services & Supplies,288594093
1220,CIXX,CI Financial,Asset Management,3065162226
1221,CIZN,Citizens Holding Company,Banks,107383466
1222,CJJD,China Jo-Jo Drugstores,Food & Staples Retailing,13005685
1223,CKPT,Checkpoint Therapeutics,Biotechnology,160344462
1224,CKX,CKX Lands,Real Estate Management & Development,20978989
1225,CL,Colgate-Palmolive Company,Household Products,64238116830
1226,CLAA,Colonnade Acquisition II,Blank Check / SPAC,403012509
1227,CLAQ,CleanTech Acquisition,Blank Check / SPAC,216703135
1228,CLAR,Clarus,Leisure Products,862282092
1229,CLAS,Class Acceleration,Blank Check / SPAC,316322364
1230,CLAY,Chavant Capital Acquisition,Blank Check / SPAC,99400000
1231,CLB,Core Laboratories,Energy Equipment & Services,1500980326
1232,CLBK,Columbia Financial,Thrifts & Mortgage Finance,2310076671
1233,CLBR,Colombier Acquisition,Blank Check / SPAC,208509375
1234,CLBS,Caladrius Biosciences,Biotechnology,44836867
1235,CLBT,Cellebrite DI,Software-Infrastructure,1234937085
1236,CLDT,Chatham Lodging Trust,Equity Real Estate Investment Trusts ...,683257400
1237,CLDX,Celldex Therapeutics,Biotechnology,1593196150
1238,CLEU,China Liberal Education Holdings,Education & Training Services,23772450
1239,CLF,Cleveland-Cliffs,Metals & Mining,17002267632
1240,CLFD,Clearfield,Communications Equipment,922225125
1241,CLGN,CollPlant Biotechnologies,Biotechnology,123218673
1242,CLH,Clean Harbors,Commercial Services & Supplies,6143956424
1243,CLIM,Climate Real Impact Solutions II Acquisition,Blank Check / SPAC,296139384
1244,CLIN,Clean Earth Acquisitions,Blank Check / SPAC,295845336
1245,CLIR,ClearSign Technologies,"Electronic Equipment, Instruments & C...",52098255
1246,CLLS,Cellectis,Biotechnology,226582780
1247,CLMT,Calumet Specialty Products Partners,"Oil, Gas & Consumable Fuels",1069997748
1248,CLNE,Clean Energy Fuels,"Oil, Gas & Consumable Fuels",1768906744
1249,CLNN,Clene,Biotechnology,236399423
1250,CLOE,Clover Leaf Capital,Blank Check / SPAC,182477232
1251,CLOV,"Clover Health Investments,",Healthcare Plans,1670657149
1252,CLPR,Clipper Realty,Equity Real Estate Investment Trusts ...,386511071
1253,CLPS,CLPS Incorporation,IT Services,47330360
1254,CLPT,ClearPoint Neuro,Health Care Equipment & Supplies,263435023
1255,CLR,Continental Resources,"Oil, Gas & Consumable Fuels",22914342879
1256,CLRB,Cellectar BioSciences,Biotechnology,42153783
1257,CLRM,Clarim Acquisition,Blank Check / SPAC,351828124
1258,CLRO,ClearOne,Communications Equipment,19490610
1259,CLS,Celestica,"Electronic Equipment, Instruments & C...",1704321023
1260,CLSD,Clearside Biomedical,Pharmaceuticals,140745374
1261,CLSK,Cleanspark,Software,528316308
1262,CLSN,Celsion,Biotechnology,27814002
1263,CLST,Catalyst Bancorp,Banks-Regional,72314300
1264,CLVR,Clever Leaves Holdings,Drug Manufacturers-Specialty & Generic,74402325
1265,CLVS,Clovis Oncology,Biotechnology,355612480
1266,CLVT,Clarivate,Professional Services,11620398067
1267,CLW,Clearwater Paper,Paper & Forest Products,471730021
1268,CLWT,Euro Tech Holdings Company,Trading Companies & Distributors,10979637
1269,CLX,The Clorox Company,Household Products,17576374140
1270,CLXT,Calyxt,Biotechnology,38874199
1271,CM,Canadian Imperial Bank of Commerce,Banks,54540312525
1272,CMA,Comerica,Banks,11803253740
1273,CMAX,CareMax,Health Information Services,728649145
1274,CMBM,Cambium Networks,Communications Equipment,612329970
1275,CMC,Commercial Metals Company,Metals & Mining,5042083834
1276,CMCA,Capitalworks Emerging Markets Acquisition,Blank Check / SPAC,285774970
1277,CMCL,Caledonia Mining,Metals & Mining,195512263
1278,CMCM,Cheetah Mobile,Software,140807008
1279,CMCO,Columbus McKinnon,Machinery,1199318896
1280,CMCSA,Comcast,Media,2.16235E+11
1281,CMCT,CIM Commercial Trust,Equity Real Estate Investment Trusts ...,182280540
1282,CME,CME Group,Capital Markets,86196830095
1283,CMG,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",44683971470
1284,CMI,Cummins,Machinery,28561338255
1285,CMLS,Cumulus Media,Media,205674460
1286,CMMB,Chemomab Therapeutics,Biotechnology,55083735
1287,CMP,Compass Minerals International,Metals & Mining,2175207105
1288,CMPI,Checkmate Pharmaceuticals,Biotechnology,67054853
1289,CMPO,CompoSecure,Shell Companies,581150329
1290,CMPR,Cimpress,Commercial Services & Supplies,1732323666
1291,CMPS,COMPASS Pathways,Health Care Providers & Services,561806076
1292,CMPX,Compass Therapeutics,Biotechnology,149928447
1293,CMRE,Costamare,Marine,2128573680
1294,CMRX,Chimerix,Biotechnology,438619582
1295,CMS,CMS Energy,Multi-Utilities,20628740060
1296,CMT,Core Molding Technologies,Chemicals,91117526
1297,CMTG,Claros Mortgage Trust,REIT-Mortgage,2498982396
1298,CMTL,Comtech Telecommunications,Communications Equipment,421605974
1299,CNA,CNA Financial,Insurance,13411631101
1300,CNC,Centene,Health Care Providers & Services,49841643473
1301,CNCE,Concert Pharmaceuticals,Biotechnology,133524902
1302,CND,Concord Acquisition,Blank Check / SPAC,350757400
1303,CNDA,Concord Acquisition II,Blank Check / SPAC,338918105
1304,CNDB,Concord Acquisition III,Blank Check / SPAC,428662490
1305,CNDT,Conduent,IT Services,1118034943
1306,CNET,ZW Data Action Technologies,Media,24768221
1307,CNEY,CN Energy Group,Specialty Chemicals,34542808
1308,CNF,CNFinance Holdings,Thrifts & Mortgage Finance,211233166
1309,CNFR,Conifer Holdings,Insurance,22910452
1310,CNGL,Canna-Global Acquisition,Blank Check / SPAC,295803900
1311,CNHI,CNH Industrial,Machinery,21642209279
1312,CNI,Canadian National Railway Company,Road & Rail,89565159358
1313,CNK,Cinemark Holdings,Entertainment,2052412022
1314,CNM,Core & Main,Industrial Distribution,4181348845
1315,CNMD,CONMED,Health Care Equipment & Supplies,4405797760
1316,CNNB,Cincinnati Bancorp,Banks-Regional,46287996
1317,CNNE,Cannae Holdings,Diversified Financial Services,2109393515
1318,CNO,CNO Financial Group,Insurance,2989182194
1319,CNOB,ConnectOne Bancorp,Banks,1261051887
1320,CNP,CenterPoint Energy,Multi-Utilities,19606806519
1321,CNQ,Canadian Natural Resources,"Oil, Gas & Consumable Fuels",73338781639
1322,CNR,Cornerstone Building Brands,Building Products,3092693500
1323,CNS,Cohen & Steers,Capital Markets,4268999122
1324,CNSL,Consolidated Communications Holdings,Diversified Telecommunication Services,686222526
1325,CNSP,CNS Pharmaceuticals,Pharmaceuticals,13611050
1326,CNTA,Centessa Pharmaceuticals,Biotechnology,853701563
1327,CNTB,Connect Biopharma Holdings,Biotechnology,175324366
1328,CNTG,Centogene,Biotechnology,115052600
1329,CNTQ,Chardan NexTech Acquisition 2,Blank Check / SPAC,159152792
1330,CNTX,Context Therapeutics,Pharmaceuticals,38318640
1331,CNTY,Century Casinos,"Hotels, Restaurants & Leisure",358460092
1332,CNVY,Convey Holding Parent,Health Information Services,480153952
1333,CNX,CNX Resources,"Oil, Gas & Consumable Fuels",4171377149
1334,CNXC,Concentrix,IT Services,8468246403
1335,CNXN,PC Connection,"Electronic Equipment, Instruments & C...",1426186085
1336,CO,Global Cord Blood,Health Care Providers & Services,481341948
1337,COCO,The Vita Coco Company,Beverages-Non-Alcoholic,506136987
1338,COCP,Cocrystal Pharma,Pharmaceuticals,51658567
1339,CODA,Coda Octopus Group,"Electronic Equipment, Instruments & C...",68834648
1340,CODI,Compass Diversified Holdings,Diversified Financial Services,1721721071
1341,CODX,Co-Diagnostics,Health Care Equipment & Supplies,209905547
1342,COE,China Online Education Group,Diversified Consumer Services,36342267
1343,COF,Capital One Financial,Consumer Finance,53098147739
1344,COFS,ChoiceOne Financial Services,Banks,186096655
1345,COGT,Cogent Biosciences,Biotechnology,362844511
1346,COHN,Cohen & Company,Capital Markets,28074407
1347,COHR,Coherent,"Electronic Equipment, Instruments & C...",6773653773
1348,COHU,"Cohu, Inc.",Semiconductors & Semiconductor Equipment,1393301246
1349,COIN,Coinbase Global,Software-Application,48964824934
1350,COKE,Coca-Cola Consolidated,Beverages,4814326670
1351,COLB,Columbia Banking System,Banks,2448549882
1352,COLD,Americold Realty Trust,Equity Real Estate Investment Trusts ...,7697595878
1353,COLI,Colicity,Blank Check / SPAC,421331259
1354,COLL,Collegium Pharmaceutical,Pharmaceuticals,658543994
1355,COLM,Columbia Sportswear Company,"Textiles, Apparel & Luxury Goods",5821026216
1356,COMM,CommScope Holding Company,Communications Equipment,1590399613
1357,COMP,Compass,Software-Application,3024490490
1358,COMS,ComSovereign Holding,Telecom Services,65538291
1359,CONN,Conn's,Specialty Retail,355568121
1360,CONX,CONX Corp.,Blank Check / SPAC,1111233789
1361,COO,The Cooper Companies,Health Care Equipment & Supplies,21121791900
1362,COOK,Traeger,"Furnishings, Fixtures & Appliances",876138745
1363,COOL,Corner Growth Acquisition,Blank Check / SPAC,491500000
1364,COOP,Mr. Cooper Group,Thrifts & Mortgage Finance,3355373275
1365,COP,ConocoPhillips,"Oil, Gas & Consumable Fuels",1.30357E+11
1366,CORR,CorEnergy Infrastructure Trust,Equity Real Estate Investment Trusts ...,50780698
1367,CORS,Corsair Partnering,Blank Check / SPAC,289413975
1368,CORT,Corcept Therapeutics,Pharmaceuticals,2506001134
1369,CORZ,Core Scientific,Software-Infrastructure,2688065534
1370,COSM,Cosmos Holdings,Health Care Providers & Services,38176829
1371,COST,Costco Wholesale,Food & Staples Retailing,2.55106E+11
1372,COTY,Coty Inc.,Personal Products,7523838973
1373,COUP,Coupa Software,Software,7713782262
1374,COUR,Coursera,Education & Training Services,3333181166
1375,COVA,COVA Acquisition,Blank Check / SPAC,367124999
1376,COWN,Cowen,Capital Markets,741382200
1377,CP,Canadian Pacific Railway,Road & Rail,72797552609
1378,CPA,Copa Holdings,Airlines,3472069042
1379,CPAA,Conyers Park III Acquisition,Blank Check / SPAC,436432470
1380,CPAC,Cementos Pacasmayo,Construction Materials,586506555
1381,CPAQ,Counter Press Acquisition,Blank Check / SPAC,98761525
1382,CPAR,Catalyst Partners Acquisition,Blank Check / SPAC,435071160
1383,CPB,Campbell Soup Company,Food Products,13591764974
1384,CPE,Callon Petroleum Company,"Oil, Gas & Consumable Fuels",3838442996
1385,CPF,Central Pacific Financial,Banks,771585979
1386,CPG,Crescent Point Energy,"Oil, Gas & Consumable Fuels",4238870269
1387,CPHC,Canterbury Park Holding,"Hotels, Restaurants & Leisure",105307007
1388,CPHI,China Pharma Holdings,Pharmaceuticals,18415103
1389,CPIX,Cumberland Pharmaceuticals,Pharmaceuticals,43333676
1390,CPK,Chesapeake Utilities,Gas Utilities,2487653373
1391,CPLP,Capital Product Partners,"Oil, Gas & Consumable Fuels",363844572
1392,CPNG,Coupang,Internet Retail,32251475963
1393,CPOP,Pop Culture Group ,Advertising Agencies,35113000
1394,CPRI,Capri Holdings,"Textiles, Apparel & Luxury Goods",7526889461
1395,CPRT,Copart,Commercial Services & Supplies,29848620949
1396,CPRX,Catalyst Pharmaceuticals,Biotechnology,855865850
1397,CPS,Cooper-Standard Holdings,Auto Components,140371257
1398,CPSH,CPS Technologies,"Electronic Equipment, Instruments & C...",74572828
1399,CPSI,Computer Programs & Systems,Health Care Technology,521906934
1400,CPSS,Consumer Portfolio Services,Consumer Finance,217352828
1401,CPT,Camden Property Trust,Equity Real Estate Investment Trusts ...,17754251143
1402,CPTK,Crown PropTech Acquisitions,Blank Check / SPAC,340860000
1403,CPTN,Cepton,Software-Application,576139520
1404,CPUH,Compute Health Acquisition,Blank Check / SPAC,1054401340
1405,CQP,Cheniere Energy Partners LP,"Oil, Gas & Consumable Fuels",27381407729
1406,CR,Crane Co.,Machinery,6182823390
1407,CRAI,CRA International,Professional Services,633457976
1408,CRBP,Corbus Pharmaceuticals Holdings,Biotechnology,66792087
1409,CRBU,Caribou Biosciences,Biotechnology,559318392
1410,CRC,California Resources,"Oil, Gas & Consumable Fuels",3558765268
1411,CRCT,Cricut,Computer Hardware,2958600186
1412,CRD.A,Crawford & Company,Insurance Brokers,394903452
1413,CRD.B,Crawford & Company,Insurance Brokers,398389721
1414,CRDF,Cardiff Oncology,Biotechnology,107832191
1415,CRDL,Cardiol Therapeutics,Drug Manufacturers-Specialty & Generic,91351032
1416,CRDO,Credo Technology Group Holding,Communication Equipment,2088073723
1417,CREC,Crescera Capital Acquisition,Blank Check / SPAC,265515513
1418,CREG,China Recycling Energy,Commercial Services & Supplies,43085922
1419,CRESY,Cresud SACIF y A.,Real Estate Management & Development,494161887
1420,CREX,Creative Realities,Media,14248000
1421,CRGY,Crescent Energy Company,Oil & Gas E&P,3120329457
1422,CRH,CRH Plc,Construction Materials,31591256053
1423,CRHC,Cohn Robbins Holdings,Shell Companies,1029824950
1424,CRI,Carter's,"Textiles, Apparel & Luxury Goods",3626288368
1425,CRIS,Curis,Biotechnology,222698334
1426,CRK,Comstock Resources,"Oil, Gas & Consumable Fuels",3258592756
1427,CRKN,Crown ElectroKinetics,Specialty Chemicals,26154180
1428,CRL,Charles River Laboratories International,Life Sciences Tools & Services,14663638762
1429,CRM,Salesforce.com,Software,2.10128E+11
1430,CRMD,CorMedix,Pharmaceuticals,216102240
1431,CRMT,America's Car-Mart,Specialty Retail,520453240
1432,CRNC,Cerence,Software,1462480881
1433,CRNT,Ceragon Networks,Communications Equipment,174474447
1434,CRNX,Crinetics Pharmaceuticals,Biotechnology,1126760820
1435,CRON,Cronos Group,Pharmaceuticals,1462316668
1436,CROX,Crocs,"Textiles, Apparel & Luxury Goods",4635153401
1437,CRS,Carpenter Technology,Metals & Mining,2092482651
1438,CRSP,CRISPR Therapeutics AG,Biotechnology,5098021872
1439,CRSR,Corsair Gaming,"Technology Hardware, Storage & Periph...",2004911999
1440,CRT,Cross Timbers Royalty Trust,"Oil, Gas & Consumable Fuels",78570000
1441,CRTD,Creatd,Internet Content & Information,21367242
1442,CRTO,Criteo,Media,1682377971
1443,CRTX,Cortexyme,Biotechnology,201974843
1444,CRU,Crucible Acquisition,Blank Check / SPAC,317616086
1445,CRUS,Cirrus Logic,Semiconductors & Semiconductor Equipment,4810019838
1446,CRVL,CorVel,Health Care Providers & Services,3063675987
1447,CRVS,Corvus Pharmaceuticals,Biotechnology,82399695
1448,CRWD,CrowdStrike Holdings,Software,52580491078
1449,CRWS,Crown Crafts,"Textiles, Apparel & Luxury Goods",65521300
1450,CRXT,Clarus Therapeutics Holdings,Drug Manufacturers-General,35798443
1451,CRZN,Corazon Capital V838 Monoceros,Blank Check / SPAC,248382822
1452,CS,Credit Suisse Group AG,Capital Markets,20531902456
1453,CSBR,Champions Oncology,Life Sciences Tools & Services,111695024
1454,CSCO,Cisco Systems,Communications Equipment,2.31221E+11
1455,CSCW,Color Star Technology Co.,Entertainment,44513307
1456,CSGP,CoStar Group,Professional Services,26069207010
1457,CSGS,CSG Systems International,IT Services,2099087611
1458,CSII,Cardiovascular Systems,Health Care Equipment & Supplies,947113836
1459,CSIQ,Canadian Solar,Semiconductors & Semiconductor Equipment,2149114103
1460,CSL,Carlisle Companies,Industrial Conglomerates,13026868151
1461,CSLM,Consilium Acquisition Corp I,Blank Check / SPAC,212280000
1462,CSPI,CSP Inc.,IT Services,34834238
1463,CSR,Centerspace,"Electronic Equipment, Instruments & C...",1658591200
1464,CSSE,Chicken Soup for the Soul Entertainment,Entertainment,188673831
1465,CSTA,Constellation Acquisition I,Blank Check / SPAC,380137500
1466,CSTE,Caesarstone,Building Products,372388888
1467,CSTL,Castle Biosciences,Biotechnology,1168379388
1468,CSTM,Constellium SE,Metals & Mining,2596939263
1469,CSTR,CapStar Financial Holdings,Banks,474304974
1470,CSV,Carriage Services,Diversified Consumer Services,804498483
1471,CSWC,Capital Southwest,Capital Markets,575891574
1472,CSWI,CSW Industrials,Building Products,1808423745
1473,CSX,CSX Corporation,Road & Rail,77361373172
1474,CTAQ,Carney Technology Acquisition II,Blank Check / SPAC,502906710
1475,CTAS,Cintas,Commercial Services & Supplies,43412094927
1476,CTBI,Community Trust Bancorp,Banks,738076765
1477,CTEK,CynergisTek,Health Care Providers & Services,17627022
1478,CTG,Computer Task Group,IT Services,150511887
1479,CTGO,Contango ORE,Metals & Mining,155152250
1480,CTHR,Charles & Colvard,"Textiles, Apparel & Luxury Goods",49329915
1481,CTIB,Yunhong CTI,Household Durables,7829377
1482,CTIC,CTI BioPharma,Biotechnology,420611935
1483,CTK,CooTek (Cayman),Software,16901681
1484,CTKB,Cytek Biosciences,Medical Devices,1458757749
1485,CTLP,Cantaloupe,Information Technology Services,489063424
1486,CTLT,Catalent,Pharmaceuticals,20429549540
1487,CTMX,CytomX Therapeutics,Biotechnology,183753759
1488,CTO,CTO Realty Growth,Real Estate Management & Development,399835777
1489,CTOS,Custom Truck One Source,Trading Companies & Distributors,2060313600
1490,CTRA,Coterra Energy,"Oil, Gas & Consumable Fuels",21977532390
1491,CTRE,CareTrust REIT,Equity Real Estate Investment Trusts ...,1928331897
1492,CTRM,Castor Maritime,Marine,170298174
1493,CTRN,Citi Trends,Specialty Retail,242960718
1494,CTS,CTS Corporation,"Electronic Equipment, Instruments & C...",1169382751
1495,CTSH,Cognizant Technology Solutions,IT Services,47213395890
1496,CTSO,CytoSorbents,Health Care Equipment & Supplies,140088991
1497,CTT,CatchMark Timber Trust,Equity Real Estate Investment Trusts ...,403441982
1498,CTV,Innovid,Advertising Agencies,814023420
1499,CTVA,Corteva,Chemicals,42363658208
1500,CTXR,Citius Pharmaceuticals,Pharmaceuticals,264314287
1501,CTXS,Citrix Systems,Software,12778909659
1502,CUBE,CubeSmart,Equity Real Estate Investment Trusts ...,12305956822
1503,CUBI,Customers Bancorp,Banks,1685573584
1504,CUE,Cue Biopharma,Biotechnology,171325533
1505,CUEN,Cuentas,Diversified Telecommunication Services,20054038
1506,CUK,Carnival,"Hotels, Restaurants & Leisure",20786751478
1507,CULL,Cullman Bancorp,Banks,87389502
1508,CULP,"Culp, Inc.","Textiles, Apparel & Luxury Goods",96889525
1509,CURI,CuriosityStream,Broadcasting,150129438
1510,CURO,CURO Group Holdings,Consumer Finance,525159418
1511,CURV,Torrid Holdings,Apparel Retail,622439165
1512,CUTR,Cutera,Health Care Equipment & Supplies,1305940220
1513,CUZ,Cousins Properties,Equity Real Estate Investment Trusts ...,6073993698
1514,CVAC,CureVac,Biotechnology,3666131956
1515,CVBF,CVB Financial,Banks,3279771384
1516,CVCO,Cavco Industries,Household Durables,2234449541
1517,CVCY,Central Valley Community Bancorp,Banks,278450904
1518,CVE,Cenovus Energy,"Oil, Gas & Consumable Fuels",33825624056
1519,CVEO,Civeo,Commercial Services & Supplies,331742557
1520,CVET,Covetrus,Health Care Providers & Services,2349693428
1521,CVGI,Commercial Vehicle Group,Machinery,272568568
1522,CVGW,Calavo Growers,Food Products,663573037
1523,CVI,CVR Energy,"Oil, Gas & Consumable Fuels",2591689205
1524,CVII,Churchill Capital VII,Blank Check / SPAC,1685325048
1525,CVLG,Covenant Logistics Group,Road & Rail,345441720
1526,CVLT,Commvault Systems,Software,2981482969
1527,CVLY,Codorus Valley Bancorp,Banks,208209106
1528,CVM,Cel-Sci,Biotechnology,169207983
1529,CVNA,Carvana Co.,Specialty Retail,21216096238
1530,CVR,Chicago Rivet & Machine Co.,Machinery,25532620
1531,CVRX,"CVRx, Inc.",Medical Devices,136503051
1532,CVS,CVS Health,Health Care Providers & Services,1.32682E+11
1533,CVT,Cvent Holding,Software-Application,3747940348
1534,CVU,CPI Aerostructures,Aerospace & Defense,37038600
1535,CVV,CVD Equipment,Semiconductors & Semiconductor Equipment,30658881
1536,CVX,Chevron,"Oil, Gas & Consumable Fuels",3.25032E+11
1537,CW,Curtiss-Wright,Aerospace & Defense,5899342700
1538,CWAN,Clearwater Analytics Holdings,Software-Application,3753999090
1539,CWBC,Community West Bancshares,Banks,122438883
1540,CWBR,CohBar,Biotechnology,28703959
1541,CWCO,Consolidated Water Co.,Water Utilities,181067806
1542,CWEN,Clearway Energy,Independent Power and Renewable Elect...,7116627436
1543,CWEN.A,Clearway Energy,Independent Power and Renewable Elect...,7160601591
1544,CWH,Camping World Holdings,Specialty Retail,1229585778
1545,CWK,Cushman & Wakefield,Real Estate Management & Development,4623443443
1546,CWST,Casella Waste Systems,Commercial Services & Supplies,4536028086
1547,CWT,California Water Service Group,Water Utilities,3315197158
1548,CX,CEMEX,Construction Materials,8002606078
1549,CXAC,C5 Acquisition,Blank Check / SPAC,356571875
1550,CXDO,Crexendo,IT Services,77960400
1551,CXM,Sprinklr,Software-Application,3066023928
1552,CXW,CoreCivic,Equity Real Estate Investment Trusts ...,1394541311
1553,CYAD,Celyad Oncology,Biotechnology,52418080
1554,CYAN,Cyanotech,Personal Products,20688527
1555,CYBE,CyberOptics,Semiconductors & Semiconductor Equipment,291369484
1556,CYBN,Cybin,Biotechnology,142002255
1557,CYBR,CyberArk Software,Software,6813715952
1558,CYCC,Cyclacel Pharmaceuticals,Biotechnology,31078662
1559,CYCN,Cyclerion Therapeutics,Biotechnology,49053523
1560,CYD,China Yuchai International,Machinery,470279033
1561,CYH,Community Health Systems,Health Care Providers & Services,1577464956
1562,CYN,Cyngn,Software-Application,39828768
1563,CYRN,Cyren,Software,17227395
1564,CYRX,CryoPort,Health Care Equipment & Supplies,1727432820
1565,CYT,Cyteir Therapeutics,Biotechnology,146239165
1566,CYTH,Cyclo Therapeutics,Drug Manufacturers-Specialty & Generic,25635917
1567,CYTK,Cytokinetics,Biotechnology,3256773356
1568,CYTO,Altamira Therapeutics,Biotechnology,16037374
1569,CYXT,Cyxtera Technologies,Information Technology Services,2199933181
1570,CZNC,Citizens & Northern,Banks,388825139
1571,CZOO,Cazoo Group,Software-Application,2118871166
1572,CZR,Caesars Entertainment,"Hotels, Restaurants & Leisure",16412528639
1573,CZWI,Citizens Community Bancorp,Banks,158152849
1574,D,Dominion Energy,Multi-Utilities,69985484779
1575,DAC,Danaos,Marine,2161570044
1576,DADA,Dada Nexus,Internet & Direct Marketing Retail,2314800890
1577,DAIO,Data I/O,"Electronic Equipment, Instruments & C...",36645068
1578,DAKT,Daktronics,"Electronic Equipment, Instruments & C...",174590976
1579,DAL,Delta Air Lines,Airlines,25155649518
1580,DALN,DallasNews,Media,37360373
1581,DALS,DA32 Life Science Tech Acquisition,Blank Check / SPAC,249061500
1582,DAN,Dana Incorporated,Auto Components,2486507769
1583,DAO,Youdao,Diversified Consumer Services,978779130
1584,DAOO,Crypto 1 Acquisition,Blank Check / SPAC,284050009
1585,DAR,Darling Ingredients,Food Products,13461427200
1586,DARE,Dare Bioscience,Health Care Equipment & Supplies,130988736
1587,DASH,DoorDash,Internet & Direct Marketing Retail,42122891229
1588,DATS,DatChat,Software-Application,53696876
1589,DAVA,Endava,IT Services,7334667159
1590,DAVE,Dave Inc.,Software-Application,2540766713
1591,DAWN,Day One Biopharmaceuticals,Biotechnology,654720000
1592,DB,Deutsche Bank AG,Capital Markets,27486420982
1593,DBD,Diebold Nixdorf,"Technology Hardware, Storage & Periph...",521710107
1594,DBGI,Digital Brands Group,Apparel Retail,18302570
1595,DBI,Designer Brands,Specialty Retail,994358647
1596,DBRG,DigitalBridge Group,REIT-Diversified,4405490170
1597,DBTX,Decibel Therapeutics,Biotechnology,70127197
1598,DBVT,DBV Technologies,Biotechnology,180022975
1599,DBX,Dropbox,Software,9117737973
1600,DCBO,Docebo,Software-Application,1673192787
1601,DCFC,Tritium DCFC,Electrical Equipment & Parts,1321318520
1602,DCGO,DocGo,Medical Care Facilities,870511999
1603,DCI,Donaldson Company,Machinery,6534982620
1604,DCO,Ducommun,Aerospace & Defense,638248590
1605,DCOM,Dime Community Bancshares,Thrifts & Mortgage Finance,1377754100
1606,DCP,DCP Midstream LP,"Oil, Gas & Consumable Fuels",6909848037
1607,DCPH,Deciphera Pharmaceuticals,Biotechnology,580254264
1608,DCRD,Decarbonization Plus Acquisition IV,Blank Check / SPAC,392940108
1609,DCT,Duck Creek Technologies,Software,2515127032
1610,DCTH,Delcath Systems,Medical Devices,45976806
1611,DD,DuPont de Nemours,Chemicals,39882190796
1612,DDD,3D Systems,"Technology Hardware, Storage & Periph...",2158174200
1613,DDI,DoubleDown Interactive Co.,n/a,591172050
1614,DDL,Dingdong (Cayman),Grocery Stores,861586175
1615,DDOG,Datadog,Software,48185188223
1616,DDS,Dillard's,Multiline Retail,4988982570
1617,DE,Deere & Company,Machinery,1.27868E+11
1618,DEA,Easterly Government Properties,Equity Real Estate Investment Trusts ...,3760329455
1619,DECK,Deckers Outdoor,"Textiles, Apparel & Luxury Goods",7536850747
1620,DEI,Douglas Emmett,Equity Real Estate Investment Trusts ...,6982276082
1621,DELL,Dell Technologies,"Technology Hardware, Storage & Periph...",40160886760
1622,DEN,Denbury,"Oil, Gas & Consumable Fuels",4062661559
1623,DENN,Denny's,"Hotels, Restaurants & Leisure",859038013
1624,DEO,Diageo,Beverages,1.19141E+11
1625,DERM,Journey Medical,Drug Manufacturers-Specialty & Generic,83984055
1626,DESP,Despegar.com,Internet & Direct Marketing Retail,843995511
1627,DFFN,Diffusion Pharmaceuticals,Biotechnology,25022587
1628,DFH,Dream Finders Homes,Residential Construction,1583394303
1629,DFIN,Donnelley Financial Solutions,Capital Markets,1097457012
1630,DFS,Discover Financial Services,Consumer Finance,31056924571
1631,DG,Dollar General,Multiline Retail,52918898557
1632,DGICA,Donegal Group,Insurance,426761844
1633,DGICB,Donegal Group,Insurance,405181069
1634,DGII,Digi International,Communications Equipment,755172656
1635,DGLY,Digital Ally,"Electronic Equipment, Instruments & C...",60608358
1636,DGNU,Dragoneer Growth Opportunities III,Blank Check / SPAC,525963094
1637,DGX,Quest Diagnostics,Health Care Providers & Services,16285300695
1638,DH,Definitive Healthcare,Health Information Services,2446348779
1639,DHAC,Digital Health Acquisition,Blank Check / SPAC,149320000
1640,DHBC,DHB Capital,Blank Check / SPAC,351109375
1641,DHC,Diversified Healthcare Trust,Equity Real Estate Investment Trusts ...,769547774
1642,DHCA,DHC Acquisition,Blank Check / SPAC,379076730
1643,DHHC,DiamondHead Holdings,Blank Check / SPAC,422193759
1644,DHI,D.R. Horton,Household Durables,26994993125
1645,DHIL,Diamond Hill Investment Group,Capital Markets,620810119
1646,DHR,Danaher,Health Care Equipment & Supplies,2.08819E+11
1647,DHT,DHT Holdings,"Oil, Gas & Consumable Fuels",976504639
1648,DHX,DHI Group,Interactive Media & Services,301490651
1649,DIBS,1stdibs.com,Internet Retail,327187000
1650,DICE,DICE Therapeutics,Biotechnology,719132596
1651,DIDI,DiDi Global,Software-Application,13601537022
1652,DILA,DILA Capital Acquisition,Blank Check / SPAC,74203109
1653,DIN,Dine Brands Global,"Hotels, Restaurants & Leisure",1273819851
1654,DINO,HF Sinclair,"Oil, Gas & Consumable Fuels",6490980580
1655,DIOD,Diodes,Semiconductors & Semiconductor Equipment,3775969979
1656,DIS,The Walt Disney Company,Entertainment,2.49426E+11
1657,DISA,Disruptive Acquisition I,Blank Check / SPAC,335843769
1658,DISCA,Discovery,Media,12751743990
1659,DISCB,Discovery,Media,12741747694
1660,DISCK,Discovery,Media,12741481448
1661,DISH,DISH Network,Media,17034025979
